Codigo;Descripcion;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201612;100;NA;NA;Pampeana
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201612;100;NA;NA;Noreste
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201612;100;NA;NA;Noroeste
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201612;100;NA;NA;Cuyo
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201612;100;NA;NA;Patagonia
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201612;100;NA;NA;Nacional
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201612;100;NA;NA;Pampeana
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201612;100;NA;NA;Noreste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201612;100;NA;NA;Noroeste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201612;100;NA;NA;Cuyo
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201612;100;NA;NA;Patagonia
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201612;100;NA;NA;Nacional
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201612;100;NA;NA;Pampeana
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201612;100;NA;NA;Noreste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201612;100;NA;NA;Noroeste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201612;100;NA;NA;Cuyo
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201612;100;NA;NA;Patagonia
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201612;100;NA;NA;Nacional
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201612;100;NA;NA;Pampeana
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201612;100;NA;NA;Noreste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201612;100;NA;NA;Noroeste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201612;100;NA;NA;Cuyo
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201612;100;NA;NA;Patagonia
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201612;100;NA;NA;Nacional
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201612;100;NA;NA;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201612;100;NA;NA;Noreste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201612;100;NA;NA;Noroeste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201612;100;NA;NA;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201612;100;NA;NA;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201612;100;NA;NA;Nacional
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201612;100;NA;NA;Pampeana
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201612;100;NA;NA;Noreste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201612;100;NA;NA;Noroeste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201612;100;NA;NA;Cuyo
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201612;100;NA;NA;Patagonia
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201612;100;NA;NA;Nacional
06;Salud;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
06;Salud;Nivel general y divisiones COICOP;201612;100;NA;NA;Pampeana
06;Salud;Nivel general y divisiones COICOP;201612;100;NA;NA;Noreste
06;Salud;Nivel general y divisiones COICOP;201612;100;NA;NA;Noroeste
06;Salud;Nivel general y divisiones COICOP;201612;100;NA;NA;Cuyo
06;Salud;Nivel general y divisiones COICOP;201612;100;NA;NA;Patagonia
06;Salud;Nivel general y divisiones COICOP;201612;100;NA;NA;Nacional
07;Transporte;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
07;Transporte;Nivel general y divisiones COICOP;201612;100;NA;NA;Pampeana
07;Transporte;Nivel general y divisiones COICOP;201612;100;NA;NA;Noreste
07;Transporte;Nivel general y divisiones COICOP;201612;100;NA;NA;Noroeste
07;Transporte;Nivel general y divisiones COICOP;201612;100;NA;NA;Cuyo
07;Transporte;Nivel general y divisiones COICOP;201612;100;NA;NA;Patagonia
07;Transporte;Nivel general y divisiones COICOP;201612;100;NA;NA;Nacional
08;Comunicación;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
08;Comunicación;Nivel general y divisiones COICOP;201612;100;NA;NA;Pampeana
08;Comunicación;Nivel general y divisiones COICOP;201612;100;NA;NA;Noreste
08;Comunicación;Nivel general y divisiones COICOP;201612;100;NA;NA;Noroeste
08;Comunicación;Nivel general y divisiones COICOP;201612;100;NA;NA;Cuyo
08;Comunicación;Nivel general y divisiones COICOP;201612;100;NA;NA;Patagonia
08;Comunicación;Nivel general y divisiones COICOP;201612;100;NA;NA;Nacional
09;Recreación y cultura;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
09;Recreación y cultura;Nivel general y divisiones COICOP;201612;100;NA;NA;Pampeana
09;Recreación y cultura;Nivel general y divisiones COICOP;201612;100;NA;NA;Noreste
09;Recreación y cultura;Nivel general y divisiones COICOP;201612;100;NA;NA;Noroeste
09;Recreación y cultura;Nivel general y divisiones COICOP;201612;100;NA;NA;Cuyo
09;Recreación y cultura;Nivel general y divisiones COICOP;201612;100;NA;NA;Patagonia
09;Recreación y cultura;Nivel general y divisiones COICOP;201612;100;NA;NA;Nacional
10;Educación;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
10;Educación;Nivel general y divisiones COICOP;201612;100;NA;NA;Pampeana
10;Educación;Nivel general y divisiones COICOP;201612;100;NA;NA;Noreste
10;Educación;Nivel general y divisiones COICOP;201612;100;NA;NA;Noroeste
10;Educación;Nivel general y divisiones COICOP;201612;100;NA;NA;Cuyo
10;Educación;Nivel general y divisiones COICOP;201612;100;NA;NA;Patagonia
10;Educación;Nivel general y divisiones COICOP;201612;100;NA;NA;Nacional
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201612;100;NA;NA;Pampeana
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201612;100;NA;NA;Noreste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201612;100;NA;NA;Noroeste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201612;100;NA;NA;Cuyo
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201612;100;NA;NA;Patagonia
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201612;100;NA;NA;Nacional
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201612;100;NA;NA;Pampeana
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201612;100;NA;NA;Noreste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201612;100;NA;NA;Noroeste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201612;100;NA;NA;Cuyo
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201612;100;NA;NA;Patagonia
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201612;100;NA;NA;Nacional
Estacional;;Categorias;201612;100;NA;NA;GBA
Estacional;;Categorias;201612;100;NA;NA;Pampeana
Estacional;;Categorias;201612;100;NA;NA;Noreste
Estacional;;Categorias;201612;100;NA;NA;Noroeste
Estacional;;Categorias;201612;100;NA;NA;Cuyo
Estacional;;Categorias;201612;100;NA;NA;Patagonia
Estacional;;Categorias;201612;100;NA;NA;Nacional
Núcleo;;Categorias;201612;100;NA;NA;GBA
Núcleo;;Categorias;201612;100;NA;NA;Pampeana
Núcleo;;Categorias;201612;100;NA;NA;Noreste
Núcleo;;Categorias;201612;100;NA;NA;Noroeste
Núcleo;;Categorias;201612;100;NA;NA;Cuyo
Núcleo;;Categorias;201612;100;NA;NA;Patagonia
Núcleo;;Categorias;201612;100;NA;NA;Nacional
Regulados;;Categorias;201612;100;NA;NA;GBA
Regulados;;Categorias;201612;100;NA;NA;Pampeana
Regulados;;Categorias;201612;100;NA;NA;Noreste
Regulados;;Categorias;201612;100;NA;NA;Noroeste
Regulados;;Categorias;201612;100;NA;NA;Cuyo
Regulados;;Categorias;201612;100;NA;NA;Patagonia
Regulados;;Categorias;201612;100;NA;NA;Nacional
B;;Bienes y servicios;201612;100;NA;NA;GBA
B;;Bienes y servicios;201612;100;NA;NA;Pampeana
B;;Bienes y servicios;201612;100;NA;NA;Noreste
B;;Bienes y servicios;201612;100;NA;NA;Noroeste
B;;Bienes y servicios;201612;100;NA;NA;Cuyo
B;;Bienes y servicios;201612;100;NA;NA;Patagonia
B;;Bienes y servicios;201612;100;NA;NA;Nacional
S;;Bienes y servicios;201612;100;NA;NA;GBA
S;;Bienes y servicios;201612;100;NA;NA;Pampeana
S;;Bienes y servicios;201612;100;NA;NA;Noreste
S;;Bienes y servicios;201612;100;NA;NA;Noroeste
S;;Bienes y servicios;201612;100;NA;NA;Cuyo
S;;Bienes y servicios;201612;100;NA;NA;Patagonia
S;;Bienes y servicios;201612;100;NA;NA;Nacional
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201701;101,313;1,3;NA;GBA
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201701;101,7874;1,8;NA;Pampeana
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201701;101,6727;1,7;NA;Noreste
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201701;101,6014;1,6;NA;Noroeste
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201701;101,7074;1,7;NA;Cuyo
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201701;102,5593;2,6;NA;Patagonia
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201701;101,5859;1,6;NA;Nacional
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201701;101,3069;1,3;NA;GBA
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201701;101,3185;1,3;NA;Pampeana
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201701;101,7326;1,7;NA;Noreste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201701;101,0322;1;NA;Noroeste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201701;101,4532;1,5;NA;Cuyo
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201701;100,9464;0,9;NA;Patagonia
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201701;101,3024;1,3;NA;Nacional
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201701;100,5008;0,5;NA;GBA
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201701;101,3123;1,3;NA;Pampeana
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201701;100,7754;0,8;NA;Noreste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201701;101,3444;1,3;NA;Noroeste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201701;101,3446;1,3;NA;Cuyo
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201701;101,1901;1,2;NA;Patagonia
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201701;100,925;0,9;NA;Nacional
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201701;97,8719;-2,1;NA;GBA
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201701;99,6481;-0,4;NA;Pampeana
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201701;100,2847;0,3;NA;Noreste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201701;100,483;0,5;NA;Noroeste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201701;99,8901;-0,1;NA;Cuyo
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201701;100,9137;0,9;NA;Patagonia
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201701;99,0066;-1;NA;Nacional
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201701;99,9812;0;NA;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201701;102,225;2,2;NA;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201701;101,394;1,4;NA;Noreste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201701;101,5904;1,6;NA;Noroeste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201701;102,9333;2,9;NA;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201701;110,3184;10,3;NA;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201701;101,4784;1,5;NA;Nacional
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201701;100,8651;0,9;NA;GBA
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201701;100,8374;0,8;NA;Pampeana
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201701;101,4132;1,4;NA;Noreste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201701;100,4121;0,4;NA;Noroeste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201701;101,2098;1,2;NA;Cuyo
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201701;101,0684;1,1;NA;Patagonia
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201701;100,8773;0,9;NA;Nacional
06;Salud;Nivel general y divisiones COICOP;201701;101,3559;1,4;NA;GBA
06;Salud;Nivel general y divisiones COICOP;201701;103,1538;3,2;NA;Pampeana
06;Salud;Nivel general y divisiones COICOP;201701;102,5966;2,6;NA;Noreste
06;Salud;Nivel general y divisiones COICOP;201701;102,7132;2,7;NA;Noroeste
06;Salud;Nivel general y divisiones COICOP;201701;103,1395;3,1;NA;Cuyo
06;Salud;Nivel general y divisiones COICOP;201701;104,7253;4,7;NA;Patagonia
06;Salud;Nivel general y divisiones COICOP;201701;102,3501;2,4;NA;Nacional
07;Transporte;Nivel general y divisiones COICOP;201701;101,7583;1,8;NA;GBA
07;Transporte;Nivel general y divisiones COICOP;201701;102,4339;2,4;NA;Pampeana
07;Transporte;Nivel general y divisiones COICOP;201701;100,3463;0,3;NA;Noreste
07;Transporte;Nivel general y divisiones COICOP;201701;102,928;2,9;NA;Noroeste
07;Transporte;Nivel general y divisiones COICOP;201701;102,6271;2,6;NA;Cuyo
07;Transporte;Nivel general y divisiones COICOP;201701;102,4768;2,5;NA;Patagonia
07;Transporte;Nivel general y divisiones COICOP;201701;102,0755;2,1;NA;Nacional
08;Comunicación;Nivel general y divisiones COICOP;201701;103,8174;3,8;NA;GBA
08;Comunicación;Nivel general y divisiones COICOP;201701;102,0782;2,1;NA;Pampeana
08;Comunicación;Nivel general y divisiones COICOP;201701;102,7252;2,7;NA;Noreste
08;Comunicación;Nivel general y divisiones COICOP;201701;104,1098;4,1;NA;Noroeste
08;Comunicación;Nivel general y divisiones COICOP;201701;102,7973;2,8;NA;Cuyo
08;Comunicación;Nivel general y divisiones COICOP;201701;101,6649;1,7;NA;Patagonia
08;Comunicación;Nivel general y divisiones COICOP;201701;103,0516;3,1;NA;Nacional
09;Recreación y cultura;Nivel general y divisiones COICOP;201701;103,243;3,2;NA;GBA
09;Recreación y cultura;Nivel general y divisiones COICOP;201701;103,5814;3,6;NA;Pampeana
09;Recreación y cultura;Nivel general y divisiones COICOP;201701;103,633;3,6;NA;Noreste
09;Recreación y cultura;Nivel general y divisiones COICOP;201701;103,4112;3,4;NA;Noroeste
09;Recreación y cultura;Nivel general y divisiones COICOP;201701;101,494;1,5;NA;Cuyo
09;Recreación y cultura;Nivel general y divisiones COICOP;201701;100,9612;1;NA;Patagonia
09;Recreación y cultura;Nivel general y divisiones COICOP;201701;103,1906;3,2;NA;Nacional
10;Educación;Nivel general y divisiones COICOP;201701;100,4869;0,5;NA;GBA
10;Educación;Nivel general y divisiones COICOP;201701;100,3682;0,4;NA;Pampeana
10;Educación;Nivel general y divisiones COICOP;201701;101,6601;1,7;NA;Noreste
10;Educación;Nivel general y divisiones COICOP;201701;100,5123;0,5;NA;Noroeste
10;Educación;Nivel general y divisiones COICOP;201701;100;0;NA;Cuyo
10;Educación;Nivel general y divisiones COICOP;201701;106,9917;7;NA;Patagonia
10;Educación;Nivel general y divisiones COICOP;201701;100,7952;0,8;NA;Nacional
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201701;103,2868;3,3;NA;GBA
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201701;103,1259;3,1;NA;Pampeana
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201701;104,2939;4,3;NA;Noreste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201701;102,48;2,5;NA;Noroeste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201701;101,8587;1,9;NA;Cuyo
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201701;102,2654;2,3;NA;Patagonia
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201701;103,1002;3,1;NA;Nacional
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201701;102,117;2,1;NA;GBA
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201701;101,5745;1,6;NA;Pampeana
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201701;102,0562;2,1;NA;Noreste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201701;102,0385;2;NA;Noroeste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201701;102,0274;2;NA;Cuyo
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201701;102,4839;2,5;NA;Patagonia
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201701;101,9345;1,9;NA;Nacional
Estacional;;Categorias;201701;101,5562;1,6;NA;GBA
Estacional;;Categorias;201701;102,0904;2,1;NA;Pampeana
Estacional;;Categorias;201701;102,4771;2,5;NA;Noreste
Estacional;;Categorias;201701;101,5611;1,6;NA;Noroeste
Estacional;;Categorias;201701;100,6608;0,7;NA;Cuyo
Estacional;;Categorias;201701;100,6843;0,7;NA;Patagonia
Estacional;;Categorias;201701;101,6969;1,7;NA;Nacional
Núcleo;;Categorias;201701;101,3389;1,3;NA;GBA
Núcleo;;Categorias;201701;101,6093;1,6;NA;Pampeana
Núcleo;;Categorias;201701;101,8639;1,9;NA;Noreste
Núcleo;;Categorias;201701;101,4339;1,4;NA;Noroeste
Núcleo;;Categorias;201701;101,7235;1,7;NA;Cuyo
Núcleo;;Categorias;201701;101,8374;1,8;NA;Patagonia
Núcleo;;Categorias;201701;101,5039;1,5;NA;Nacional
Regulados;;Categorias;201701;101,1274;1,1;NA;GBA
Regulados;;Categorias;201701;102,2331;2,2;NA;Pampeana
Regulados;;Categorias;201701;100,3476;0,3;NA;Noreste
Regulados;;Categorias;201701;102,2777;2,3;NA;Noroeste
Regulados;;Categorias;201701;102,2456;2,2;NA;Cuyo
Regulados;;Categorias;201701;106,1556;6,2;NA;Patagonia
Regulados;;Categorias;201701;101,8183;1,8;NA;Nacional
B;;Bienes y servicios;201701;101,0205;1;NA;GBA
B;;Bienes y servicios;201701;101,3226;1,3;NA;Pampeana
B;;Bienes y servicios;201701;101,4038;1,4;NA;Noreste
B;;Bienes y servicios;201701;101,2813;1,3;NA;Noroeste
B;;Bienes y servicios;201701;101,3682;1,4;NA;Cuyo
B;;Bienes y servicios;201701;101,3114;1,3;NA;Patagonia
B;;Bienes y servicios;201701;101,1903;1,2;NA;Nacional
S;;Bienes y servicios;201701;101,7397;1,7;NA;GBA
S;;Bienes y servicios;201701;102,8784;2,9;NA;Pampeana
S;;Bienes y servicios;201701;102,5939;2,6;NA;Noreste
S;;Bienes y servicios;201701;102,5706;2,6;NA;Noroeste
S;;Bienes y servicios;201701;102,5472;2,5;NA;Cuyo
S;;Bienes y servicios;201701;105,6557;5,7;NA;Patagonia
S;;Bienes y servicios;201701;102,4355;2,4;NA;Nacional
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201702;103,8085;2,5;NA;GBA
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201702;103,5312;1,7;NA;Pampeana
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201702;103,4617;1,8;NA;Noreste
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201702;103,7115;2,1;NA;Noroeste
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201702;103,2652;1,5;NA;Cuyo
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201702;104,2827;1,7;NA;Patagonia
0;NIVEL GENERAL;Nivel general y divisiones COICOP;201702;103,6859;2,1;NA;Nacional
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201702;103,1646;1,8;NA;GBA
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201702;103,0905;1,7;NA;Pampeana
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201702;103,3712;1,6;NA;Noreste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201702;103,8789;2,8;NA;Noroeste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201702;103,2726;1,8;NA;Cuyo
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201702;102,2499;1,3;NA;Patagonia
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201702;103,1605;1,8;NA;Nacional
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201702;105,4806;5;NA;GBA
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201702;105,2329;3,9;NA;Pampeana
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201702;104,2784;3,5;NA;Noreste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201702;105,4591;4,1;NA;Noroeste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201702;103,6784;2,3;NA;Cuyo
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201702;105,356;4,1;NA;Patagonia
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201702;105,2395;4,3;NA;Nacional
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201702;97,4253;-0,5;NA;GBA
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201702;99,9319;0,3;NA;Pampeana
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201702;100,4291;0,1;NA;Noreste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201702;100,4131;-0,1;NA;Noroeste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201702;97,6569;-2,2;NA;Cuyo
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201702;102,3756;1,4;NA;Patagonia
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201702;98,8523;-0,2;NA;Nacional
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201702;108,4042;8,4;NA;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201702;104,5783;2,3;NA;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201702;103,9854;2,6;NA;Noreste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201702;107,6923;6;NA;Noroeste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201702;106,7382;3,7;NA;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201702;112,0198;1,5;NA;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201702;107,0014;5,4;NA;Nacional
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201702;101,2178;0,3;NA;GBA
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201702;101,5404;0,7;NA;Pampeana
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201702;101,7747;0,4;NA;Noreste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201702;100,6545;0,2;NA;Noroeste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201702;101,4084;0,2;NA;Cuyo
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201702;101,2819;0,2;NA;Patagonia
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201702;101,3278;0,4;NA;Nacional
06;Salud;Nivel general y divisiones COICOP;201702;104,6961;3,3;NA;GBA
06;Salud;Nivel general y divisiones COICOP;201702;105,4773;2,3;NA;Pampeana
06;Salud;Nivel general y divisiones COICOP;201702;105,2343;2,6;NA;Noreste
06;Salud;Nivel general y divisiones COICOP;201702;104,0851;1,3;NA;Noroeste
06;Salud;Nivel general y divisiones COICOP;201702;105,4921;2,3;NA;Cuyo
06;Salud;Nivel general y divisiones COICOP;201702;107,0073;2,2;NA;Patagonia
06;Salud;Nivel general y divisiones COICOP;201702;105,0852;2,7;NA;Nacional
07;Transporte;Nivel general y divisiones COICOP;201702;103,5441;1,8;NA;GBA
07;Transporte;Nivel general y divisiones COICOP;201702;104,4485;2;NA;Pampeana
07;Transporte;Nivel general y divisiones COICOP;201702;101,2812;0,9;NA;Noreste
07;Transporte;Nivel general y divisiones COICOP;201702;105,5673;2,6;NA;Noroeste
07;Transporte;Nivel general y divisiones COICOP;201702;105,0294;2,3;NA;Cuyo
07;Transporte;Nivel general y divisiones COICOP;201702;104,4111;1,9;NA;Patagonia
07;Transporte;Nivel general y divisiones COICOP;201702;103,9957;1,9;NA;Nacional
08;Comunicación;Nivel general y divisiones COICOP;201702;108,0484;4,1;NA;GBA
08;Comunicación;Nivel general y divisiones COICOP;201702;106,7706;4,6;NA;Pampeana
08;Comunicación;Nivel general y divisiones COICOP;201702;107,0976;4,3;NA;Noreste
08;Comunicación;Nivel general y divisiones COICOP;201702;107,0784;2,9;NA;Noroeste
08;Comunicación;Nivel general y divisiones COICOP;201702;105,0927;2,2;NA;Cuyo
08;Comunicación;Nivel general y divisiones COICOP;201702;105,7368;4;NA;Patagonia
08;Comunicación;Nivel general y divisiones COICOP;201702;107,2514;4,1;NA;Nacional
09;Recreación y cultura;Nivel general y divisiones COICOP;201702;103,3096;0,1;NA;GBA
09;Recreación y cultura;Nivel general y divisiones COICOP;201702;104,5173;0,9;NA;Pampeana
